expr_id,input,target,description,tree_expr,pseudolatex,latex_expr
94,"generar latex: Polinomio incompleto de grado 15, ordenado en forma descendiente y todos sus coeficientes positivos",VNx^{15} + VNx^{14} + VNx^{11} + VNx^{10} + VNx^{9} + VNx^{8} + VFx^{6} + VNx^{5},"Polinomio incompleto de grado 15, ordenado en forma descendiente y todos sus coeficientes positivos",SUM MUL VN POW x 15 E MUL VN POW x 14 E MUL VN POW x 11 E MUL VN POW x 10 E MUL VN POW x 9 E MUL VN POW x 8 E MUL VF POW x 6 E MUL VN POW x 5 E E,VNx^{15} + VNx^{14} + VNx^{11} + VNx^{10} + VNx^{9} + VNx^{8} + VFx^{6} + VNx^{5},181x^{15} + 6x^{14} + 118x^{11} + 13x^{10} + 199x^{9} + 41x^{8} + \frac{113}{90}x^{6} + 9x^{5}
95,"generar latex: Polinomio incompleto de grado 10 sin término lineal, coeficientes negativos y valores grandes cercanos al 100",- VNx^{10} - VNx^{8} - VNx^{7} - VNx^{3} - VF,"Polinomio incompleto de grado 10 sin término lineal, coeficientes negativos y valores grandes cercanos al 100",SUM NEG MUL VN POW x 10 E NEG MUL VN POW x 8 E NEG MUL VN POW x 7 E NEG MUL VN POW x 3 E NEG VF E,- VNx^{10} - VNx^{8} - VNx^{7} - VNx^{3} - VF,- 183x^{10} - 168x^{8} - 88x^{7} - 73x^{3} - \frac{159}{74}
95,generar latex: Polinomio de grado 10 incompleto,- VNx^{10} - VNx^{8} - VNx^{7} - VNx^{3} - VF,Polinomio de grado 10 incompleto,SUM NEG MUL VN POW x 10 E NEG MUL VN POW x 8 E NEG MUL VN POW x 7 E NEG MUL VN POW x 3 E NEG VF E,- VNx^{10} - VNx^{8} - VNx^{7} - VNx^{3} - VF,- 183x^{10} - 168x^{8} - 88x^{7} - 73x^{3} - \frac{159}{74}
117,generar latex: Un polinomio de grado 4 incompleto con tres terminos,- VNx^{4} - VFx^{3} - VN,Un polinomio de grado 4 incompleto con tres terminos,SUM NEG MUL VN POW x 4 E NEG MUL VF POW x 3 E NEG VN E,- VNx^{4} - VFx^{3} - VN,- 119x^{4} - \frac{198}{126}x^{3} - 37
117,generar latex: Polinomio de grado 4 incompleto con 3 terminos y coeficiente principal -119,- VNx^{4} - VFx^{3} - VN,Polinomio de grado 4 incompleto con 3 terminos y coeficiente principal -119,SUM NEG MUL 119 POW x 4 E NEG MUL VF POW x 3 E NEG VN E,- VNx^{4} - VFx^{3} - VN,- 119x^{4} - \frac{198}{126}x^{3} - 37
134,generar latex: Polinomio de grado 6 incompleto,VNx^{6} + VFx^{3} + VFx^{2} + VNx + VN,Polinomio de grado 6 incompleto,SUM MUL VN POW x 6 E MUL VF POW x 3 E MUL VF POW x 2 E MUL VN x E VN E,VNx^{6} + VFx^{3} + VFx^{2} + VNx + VN,169x^{6} + \frac{81}{54}x^{3} + \frac{139}{126}x^{2} + 39x + 15
139,"generar latex: Polinomio incompleto de grado 7 con dos términos, el coeficiente principal y el término independiente",VNx^{7} + VN,"Polinomio incompleto de grado 7 con dos términos, el coeficiente principal y el término independiente",SUM MUL VN POW x 7 E VN E,VNx^{7} + VN,95x^{7} + 42
139,generar latex: Polinomio de séptimo grado con solo términos principal e independiente,VNx^{7} + VN,Polinomio de séptimo grado con solo términos principal e independiente,SUM MUL VN POW x 7 E VN E,VNx^{7} + VN,95x^{7} + 42
142,generar latex: Monomio de grado 1 con coeficiente fraccionario positivo,VFx,Monomio de grado 1 con coeficiente fraccionario positivo,SUM MUL VF x E E,VFx,\frac{118}{95}x
142,generar latex: Polinomio de grado 1 incompleto con 1 término,VFx,Polinomio de grado 1 incompleto con 1 término,SUM MUL VF x E E,VFx,\frac{118}{95}x
149,"generar latex: polinomio de grado 6, incompleto, de dos términos",VFx^{6} + VNx,"polinomio de grado 6, incompleto, de dos términos",SUM MUL VF POW x 6 E MUL VN x E E,VFx^{6} + VNx,\frac{21}{195}x^{6} + 89x
150,"generar latex: monomio de grado quince, con coeficiente entero",- VNx^{15},"monomio de grado quince, con coeficiente entero",SUM NEG MUL VN POW x 15 E E,- VNx^{15},- 4x^{15}
187,generar latex: Polinomio de grado 6 incompleto con coeficiente principal de -9 y todos los números negativos,- VNx^{6} - VFx^{4} - VNx^{2} - VFx - VF,Polinomio de grado 6 incompleto con coeficiente principal de -9 y todos los números negativos,SUM NEG MUL 9 POW x 6 E NEG MUL VF POW x 4 E NEG MUL VN POW x 2 E NEG MUL VF x E NEG VF E,- VNx^{6} - VFx^{4} - VNx^{2} - VFx - VF,- 9x^{6} - \frac{178}{78}x^{4} - 130x^{2} - \frac{121}{149}x - \frac{87}{49}
187,generar latex: polinomio de grado 6 incompleto,- VNx^{6} - VFx^{4} - VNx^{2} - VFx - VF,polinomio de grado 6 incompleto,SUM NEG MUL VN POW x 6 E NEG MUL VF POW x 4 E NEG MUL VN POW x 2 E NEG MUL VF x E NEG VF E,- VNx^{6} - VFx^{4} - VNx^{2} - VFx - VF,- 9x^{6} - \frac{178}{78}x^{4} - 130x^{2} - \frac{121}{149}x - \frac{87}{49}
197,"generar latex: Polinomio grado 9, incompleto, coeficiente principal 26 y 6 términos",VNx^{9} + VNx^{7} + VFx^{4} + VNx^{3} + VNx + VN,"Polinomio grado 9, incompleto, coeficiente principal 26 y 6 términos",SUM MUL 26 POW x 9 E MUL VN POW x 7 E MUL VF POW x 4 E MUL VN POW x 3 E MUL VN x E VN E,VNx^{9} + VNx^{7} + VFx^{4} + VNx^{3} + VNx + VN,26x^{9} + 8x^{7} + \frac{169}{145}x^{4} + 82x^{3} + 154x + 29
209,generar latex: Polinomio de grado 11 incompleto con coeficientes negativos,- VN - VNx^{10} - VNx^{7} - VNx^{11} - VNx^{6} - VNx^{2} - VNx^{5} - VNx^{8},Polinomio de grado 11 incompleto con coeficientes negativos,SUM NEG VN NEG MUL VN POW x 10 E NEG MUL VN POW x 7 E NEG MUL VN POW x 11 E NEG MUL VN POW x 6 E NEG MUL VN POW x 2 E NEG MUL VN POW x 5 E NEG MUL VN POW x 8 E E,- VN - VNx^{10} - VNx^{7} - VNx^{11} - VNx^{6} - VNx^{2} - VNx^{5} - VNx^{8},- 118 - 35x^{10} - 59x^{7} - 26x^{11} - 9x^{6} - 98x^{2} - 142x^{5} - 165x^{8}
210,"generar latex: Polinomio de dos términos, uno de potencia 12 y otro 7. Los coeficientes son respectivamente 158 y 55",VNx^{12} + VNx^{7},"Polinomio de dos términos, uno de potencia 12 y otro 7. Los coeficientes son respectivamente 158 y 55",SUM MUL 158 POW x 12 E MUL 55 POW x 7 E E,VNx^{12} + VNx^{7},158x^{12} + 55x^{7}
221,generar latex: Polinomio incompleto de grado 8,- VNx^{8} - VNx^{2} - VNx,Polinomio incompleto de grado 8,SUM NEG MUL VN POW x 8 E NEG MUL VN POW x 2 E NEG MUL VN x E E,- VNx^{8} - VNx^{2} - VNx,- 139x^{8} - 75x^{2} - 172x
221,"generar latex: polinomio, tiene grado 8, está ordenado aunque incompleto. El coeficiente principal es -139 y el término independiente es 0.",- VNx^{8} - VNx^{2} - VNx,"polinomio, tiene grado 8, está ordenado aunque incompleto. El coeficiente principal es -139 y el término independiente es 0.",SUM NEG MUL 139 POW x 8 E NEG MUL VN POW x 2 E NEG MUL VN x E E,- VNx^{8} - VNx^{2} - VNx,- 139x^{8} - 75x^{2} - 172x
228,"generar latex: Polinomio de grado 6, coeficiente principal -75/154, incompleto",- VNx^{3} - VFx^{6},"Polinomio de grado 6, coeficiente principal -75/154, incompleto",SUM NEG MUL VN POW x 3 E NEG MUL FRAC 75 154 POW x 6 E E,- VNx^{3} - VFx^{6},- 122x^{3} - \frac{75}{154}x^{6}
245,generar latex: Polinomio incompleto de grado 8,VNx^{8} - VNx^{7} + VNx^{6} - VNx^{4},Polinomio incompleto de grado 8,SUM MUL VN POW x 8 E NEG MUL VN POW x 7 E MUL VN POW x 6 E NEG MUL VN POW x 4 E E,VNx^{8} - VNx^{7} + VNx^{6} - VNx^{4},143x^{8} - 4x^{7} + 195x^{6} - 133x^{4}
283,"generar latex: Polinomio de grado 15, con 7 términos, y todos ellos restando",- VNx^{10} - VNx^{9} - VNx^{8} - VFx^{3} - VNx^{4} - VN - VFx^{15},"Polinomio de grado 15, con 7 términos, y todos ellos restando",SUM NEG MUL VN POW x 10 E NEG MUL VN POW x 9 E NEG MUL VN POW x 8 E NEG MUL VF POW x 3 E NEG MUL VN POW x 4 E NEG VN NEG MUL VF POW x 15 E E,- VNx^{10} - VNx^{9} - VNx^{8} - VFx^{3} - VNx^{4} - VN - VFx^{15},- 195x^{10} - 22x^{9} - 100x^{8} - \frac{62}{34}x^{3} - 153x^{4} - 140 - \frac{69}{79}x^{15}
311,generar latex: Polinomios de grado 15 con coeficientes racionales. El término independiente es -74 y el coeficiente principal es 150.,VNx^{15} - VNx^{14} + VFx^{13} - VFx^{12} - VFx^{11} + VNx^{7} - VFx^{6} - VFx^{5} + VNx^{4} - VFx^{2} - VFx - VN,Polinomios de grado 15 con coeficientes racionales. El término independiente es -74 y el coeficiente principal es 150.,SUM MUL 150 POW x 15 E NEG MUL VN POW x 14 E MUL VF POW x 13 E NEG MUL VF POW x 12 E NEG MUL VF POW x 11 E MUL VN POW x 7 E NEG MUL VF POW x 6 E NEG MUL VF POW x 5 E MUL VN POW x 4 E NEG MUL VF POW x 2 E NEG MUL VF x E NEG 74 E,VNx^{15} - VNx^{14} + VFx^{13} - VFx^{12} - VFx^{11} + VNx^{7} - VFx^{6} - VFx^{5} + VNx^{4} - VFx^{2} - VFx - VN,150x^{15} - 184x^{14} + \frac{165}{102}x^{13} - \frac{194}{142}x^{12} - \frac{10}{158}x^{11} + 83x^{7} - \frac{96}{167}x^{6} - \frac{115}{125}x^{5} + 45x^{4} - \frac{20}{43}x^{2} - \frac{76}{61}x - 74
335,"generar latex: polinomio a coeficientes reales (incluso racionales). estaría ordenado en forma descendiente, su grado es 4, coeficiente principal -65 y el término independiente es 0.",- VNx^{4} - VFx^{3} - VFx^{2} - VNx,"polinomio a coeficientes reales (incluso racionales). estaría ordenado en forma descendiente, su grado es 4, coeficiente principal -65 y el término independiente es 0.",SUM NEG MUL 65 POW x 4 E NEG MUL VF POW x 3 E NEG MUL VF POW x 2 E NEG MUL VN x E E,- VNx^{4} - VFx^{3} - VFx^{2} - VNx,- 65x^{4} - \frac{170}{79}x^{3} - \frac{112}{55}x^{2} - 37x
335,generar latex: Polinomio completo de grado 4,- VNx^{4} - VFx^{3} - VFx^{2} - VNx,Polinomio completo de grado 4,SUM NEG MUL VN POW x 4 E NEG MUL VF POW x 3 E NEG MUL VF POW x 2 E NEG MUL VN x E E,- VNx^{4} - VFx^{3} - VFx^{2} - VNx,- 65x^{4} - \frac{170}{79}x^{3} - \frac{112}{55}x^{2} - 37x
339,generar latex: Polinomio de grado 2,- VNx^{2} - VFx,Polinomio de grado 2,SUM NEG MUL VN POW x 2 E NEG MUL VF x E E,- VNx^{2} - VFx,- 148x^{2} - \frac{25}{181}x
340,generar latex: Monomio de grado 10,- VNx^{10},Monomio de grado 10,SUM NEG MUL VN POW x 10 E E,- VNx^{10},- 67x^{10}
346,"generar latex: Polinomio de grado 8, esta incompleto, faltan los terminos de grados 7,6,5,4,2,1,0 Coef. Principal:189",- VNx^{8} - VNx^{3},"Polinomio de grado 8, esta incompleto, faltan los terminos de grados 7,6,5,4,2,1,0 Coef. Principal:189",SUM NEG MUL 189 POW x 8 E NEG MUL VN POW x 3 E E,- VNx^{8} - VNx^{3},- 189x^{8} - 104x^{3}
346,generar latex: Polinimio incompleto de grado 8,- VNx^{8} - VNx^{3},Polinimio incompleto de grado 8,SUM NEG MUL VN POW x 8 E NEG MUL VN POW x 3 E E,- VNx^{8} - VNx^{3},- 189x^{8} - 104x^{3}
348,"generar latex: Polinomio de grado 11 Polinomio desordenado Faltan los monomios de grados 10,9,6,5,3,2,1,0 Coef. Proncipal:64",VNx^{7} + VFx^{4} + VFx^{8} + VNx^{11},"Polinomio de grado 11 Polinomio desordenado Faltan los monomios de grados 10,9,6,5,3,2,1,0 Coef. Proncipal:64",SUM MUL VN POW x 7 E MUL VF POW x 4 E MUL VF POW x 8 E MUL 64 POW x 11 E E,VNx^{7} + VFx^{4} + VFx^{8} + VNx^{11},77x^{7} + \frac{86}{51}x^{4} + \frac{100}{32}x^{8} + 64x^{11}
348,generar latex: Polinomio incompleto de grado 11,VNx^{7} + VFx^{4} + VFx^{8} + VNx^{11},Polinomio incompleto de grado 11,SUM MUL VN POW x 7 E MUL VF POW x 4 E MUL VF POW x 8 E MUL VN POW x 11 E E,VNx^{7} + VFx^{4} + VFx^{8} + VNx^{11},77x^{7} + \frac{86}{51}x^{4} + \frac{100}{32}x^{8} + 64x^{11}
369,"generar latex: Polinomio incompleto de grado 13 de 13 términos, falta el término con exponente 12.",VNx^{13} + VNx^{11} + VFx^{10} + VNx^{9} + VNx^{8} + VNx^{7} + VNx^{6} + VNx^{5} + VFx^{4} + VFx^{3} + VFx^{2} + VFx + VF,"Polinomio incompleto de grado 13 de 13 términos, falta el término con exponente 12.",SUM MUL VN POW x 13 E MUL VN POW x 11 E MUL VF POW x 10 E MUL VN POW x 9 E MUL VN POW x 8 E MUL VN POW x 7 E MUL VN POW x 6 E MUL VN POW x 5 E MUL VF POW x 4 E MUL VF POW x 3 E MUL VF POW x 2 E MUL VF x E VF E,VNx^{13} + VNx^{11} + VFx^{10} + VNx^{9} + VNx^{8} + VNx^{7} + VNx^{6} + VNx^{5} + VFx^{4} + VFx^{3} + VFx^{2} + VFx + VF,46x^{13} + 44x^{11} + \frac{194}{49}x^{10} + 9x^{9} + 4x^{8} + 87x^{7} + 53x^{6} + 56x^{5} + \frac{173}{109}x^{4} + \frac{43}{64}x^{3} + \frac{8}{6}x^{2} + \frac{137}{17}x + \frac{127}{61}
372,generar latex: Polinomio de grado 1 incompleto,- VNx,Polinomio de grado 1 incompleto,SUM NEG MUL VN x E E,- VNx,- 54x
380,generar latex: Polinomio incompleto de grado 2 con coeficiente principal -79,- VNx^{2},Polinomio incompleto de grado 2 con coeficiente principal -79,SUM NEG MUL 79 POW x 2 E E,- VNx^{2},- 79x^{2}
380,"generar latex: Polinomio de grado 2, se encuentra incompleto y solo tiene un término",- VNx^{2},"Polinomio de grado 2, se encuentra incompleto y solo tiene un término",SUM NEG MUL VN POW x 2 E E,- VNx^{2},- 79x^{2}
384,generar latex: Polinomio de grado 8 incompleto con 4 terminos,- VNx^{8} - VNx^{4} - VNx^{3} - VFx^{2},Polinomio de grado 8 incompleto con 4 terminos,SUM NEG MUL VN POW x 8 E NEG MUL VN POW x 4 E NEG MUL VN POW x 3 E NEG MUL VF POW x 2 E E,- VNx^{8} - VNx^{4} - VNx^{3} - VFx^{2},- 195x^{8} - 32x^{4} - 42x^{3} - \frac{113}{3}x^{2}
413,generar latex: Polinomio de grado 11 incompleto,- VNx^{7} - VNx^{11} - VNx^{9},Polinomio de grado 11 incompleto,SUM NEG MUL VN POW x 7 E NEG MUL VN POW x 11 E NEG MUL VN POW x 9 E E,- VNx^{7} - VNx^{11} - VNx^{9},- 99x^{7} - 129x^{11} - 58x^{9}
413,"generar latex: Polinomio con coeficientes negativos de grado 11, incompleto y con números grandes",- VNx^{7} - VNx^{11} - VNx^{9},"Polinomio con coeficientes negativos de grado 11, incompleto y con números grandes",SUM NEG MUL VN POW x 7 E NEG MUL VN POW x 11 E NEG MUL VN POW x 9 E E,- VNx^{7} - VNx^{11} - VNx^{9},- 99x^{7} - 129x^{11} - 58x^{9}
421,generar latex: Polinomio de grado 13 incompleto con 8 términos y coeficientes grandes positivos,VFx^{5} + VNx^{2} + VNx + VNx^{10} + VNx^{7} + VNx^{13} + VNx^{6} + VNx^{3},Polinomio de grado 13 incompleto con 8 términos y coeficientes grandes positivos,SUM MUL VF POW x 5 E MUL VN POW x 2 E MUL VN x E MUL VN POW x 10 E MUL VN POW x 7 E MUL VN POW x 13 E MUL VN POW x 6 E MUL VN POW x 3 E E,VFx^{5} + VNx^{2} + VNx + VNx^{10} + VNx^{7} + VNx^{13} + VNx^{6} + VNx^{3},\frac{97}{199}x^{5} + 127x^{2} + 20x + 131x^{10} + 19x^{7} + 33x^{13} + 91x^{6} + 95x^{3}
425,generar latex: Polinomio incompleto de grado 15 (variable x),- VFx^{6} + VFx^{12} - VNx^{15} - VNx^{9} + VNx - VN + VFx^{11} + VNx^{4},Polinomio incompleto de grado 15 (variable x),SUM NEG MUL VF POW x 6 E MUL VF POW x 12 E NEG MUL VN POW x 15 E NEG MUL VN POW x 9 E MUL VN x E NEG VN MUL VF POW x 11 E MUL VN POW x 4 E E,- VFx^{6} + VFx^{12} - VNx^{15} - VNx^{9} + VNx - VN + VFx^{11} + VNx^{4},- \frac{88}{26}x^{6} + \frac{69}{120}x^{12} - 24x^{15} - 53x^{9} + 170x - 98 + \frac{140}{177}x^{11} + 171x^{4}
430,"generar latex: polinomio grado 12, incompleto y solo 4 términos con coeficientes enteros positivos",VNx^{12} + VNx^{4} + VNx^{2} + VNx,"polinomio grado 12, incompleto y solo 4 términos con coeficientes enteros positivos",SUM MUL VN POW x 12 E MUL VN POW x 4 E MUL VN POW x 2 E MUL VN x E E,VNx^{12} + VNx^{4} + VNx^{2} + VNx,39x^{12} + 92x^{4} + 136x^{2} + 32x
430,"generar latex: polinomio grado 12, incompleto, 4 términos, coeficiente principal 39",VNx^{12} + VNx^{4} + VNx^{2} + VNx,"polinomio grado 12, incompleto, 4 términos, coeficiente principal 39",SUM MUL 39 POW x 12 E MUL VN POW x 4 E MUL VN POW x 2 E MUL VN x E E,VNx^{12} + VNx^{4} + VNx^{2} + VNx,39x^{12} + 92x^{4} + 136x^{2} + 32x
437,generar latex: Polinomio de grado 5,VNx^{5} + VNx^{2} - VNx - VN,Polinomio de grado 5,SUM MUL VN POW x 5 E MUL VN POW x 2 E NEG MUL VN x E NEG VN E,VNx^{5} + VNx^{2} - VNx - VN,14x^{5} + 111x^{2} - 11x - 197
437,generar latex: Polinomio grado 5 incompleto,VNx^{5} + VNx^{2} - VNx - VN,Polinomio grado 5 incompleto,SUM MUL VN POW x 5 E MUL VN POW x 2 E NEG MUL VN x E NEG VN E,VNx^{5} + VNx^{2} - VNx - VN,14x^{5} + 111x^{2} - 11x - 197
442,"generar latex: Polinomios de coeficientes reales, ordenados de mayor a menor grado, a excepción del grado 9,8 y 4",VFx^{14} + VNx^{13} + VFx^{12} + VNx^{11} + VFx^{10} + VNx^{7} + VFx^{6} + VFx^{5} + VNx^{3} + VNx^{2} + VNx + VN,"Polinomios de coeficientes reales, ordenados de mayor a menor grado, a excepción del grado 9,8 y 4",SUM MUL VF POW x 14 E MUL VN POW x 13 E MUL VF POW x 12 E MUL VN POW x 11 E MUL VF POW x 10 E MUL VN POW x 7 E MUL VF POW x 6 E MUL VF POW x 5 E MUL VN POW x 3 E MUL VN POW x 2 E MUL VN x E VN E,VFx^{14} + VNx^{13} + VFx^{12} + VNx^{11} + VFx^{10} + VNx^{7} + VFx^{6} + VFx^{5} + VNx^{3} + VNx^{2} + VNx + VN,\frac{173}{171}x^{14} + 174x^{13} + \frac{3}{79}x^{12} + 145x^{11} + \frac{106}{149}x^{10} + 139x^{7} + \frac{133}{156}x^{6} + \frac{197}{194}x^{5} + 127x^{3} + 5x^{2} + 103x + 61
442,"generar latex: Polinomio incompleto y ordenado de forma descendiente, de grado 14 con números mayores a 100 y todos positivos",VFx^{14} + VNx^{13} + VFx^{12} + VNx^{11} + VFx^{10} + VNx^{7} + VFx^{6} + VFx^{5} + VNx^{3} + VNx^{2} + VNx + VN,"Polinomio incompleto y ordenado de forma descendiente, de grado 14 con números mayores a 100 y todos positivos",SUM MUL VF POW x 14 E MUL VN POW x 13 E MUL VF POW x 12 E MUL VN POW x 11 E MUL VF POW x 10 E MUL VN POW x 7 E MUL VF POW x 6 E MUL VF POW x 5 E MUL VN POW x 3 E MUL VN POW x 2 E MUL VN x E VN E,VFx^{14} + VNx^{13} + VFx^{12} + VNx^{11} + VFx^{10} + VNx^{7} + VFx^{6} + VFx^{5} + VNx^{3} + VNx^{2} + VNx + VN,\frac{173}{171}x^{14} + 174x^{13} + \frac{3}{79}x^{12} + 145x^{11} + \frac{106}{149}x^{10} + 139x^{7} + \frac{133}{156}x^{6} + \frac{197}{194}x^{5} + 127x^{3} + 5x^{2} + 103x + 61
450,"generar latex: Es un polinomio de grado 10, incompleto",VNx^{4} + VNx + VFx^{8} + VFx^{7} + VNx^{9} + VFx^{10} + VNx^{2} + VN + VFx^{5} + VNx^{6},"Es un polinomio de grado 10, incompleto",SUM MUL VN POW x 4 E MUL VN x E MUL VF POW x 8 E MUL VF POW x 7 E MUL VN POW x 9 E MUL VF POW x 10 E MUL VN POW x 2 E VN MUL VF POW x 5 E MUL VN POW x 6 E E,VNx^{4} + VNx + VFx^{8} + VFx^{7} + VNx^{9} + VFx^{10} + VNx^{2} + VN + VFx^{5} + VNx^{6},73x^{4} + 21x + \frac{172}{24}x^{8} + \frac{33}{173}x^{7} + 135x^{9} + \frac{163}{86}x^{10} + 50x^{2} + 178 + \frac{75}{49}x^{5} + 15x^{6}
466,"generar latex: Polinomio ordenado de grado 13, incompleto y con 3 términos, coeficientes enteros y fraccionarios, donde el coeficiente principal es -84.",- VNx^{13} - VFx^{8} - VNx^{6},"Polinomio ordenado de grado 13, incompleto y con 3 términos, coeficientes enteros y fraccionarios, donde el coeficiente principal es -84.",SUM NEG MUL 84 POW x 13 E NEG MUL VF POW x 8 E NEG MUL VN POW x 6 E E,- VNx^{13} - VFx^{8} - VNx^{6},- 84x^{13} - \frac{107}{24}x^{8} - 92x^{6}
467,"generar latex: Polinomio desordenado e incompleto (falta el término independiente) de grado 9. Se compone con coeficientes enteros  y fraccionarios, su coeficiente principal es -195. Está formado por 9 términos.",- VFx^{3} - VFx^{5} - VNx^{4} - VNx^{2} - VFx^{6} - VNx^{9} - VNx^{8} - VNx - VNx^{7},"Polinomio desordenado e incompleto (falta el término independiente) de grado 9. Se compone con coeficientes enteros  y fraccionarios, su coeficiente principal es -195. Está formado por 9 términos.",SUM NEG MUL VF POW x 3 E NEG MUL VF POW x 5 E NEG MUL VN POW x 4 E NEG MUL VN POW x 2 E NEG MUL VF POW x 6 E NEG MUL 195 POW x 9 E NEG MUL VN POW x 8 E NEG MUL VN x E NEG MUL VN POW x 7 E E,- VFx^{3} - VFx^{5} - VNx^{4} - VNx^{2} - VFx^{6} - VNx^{9} - VNx^{8} - VNx - VNx^{7},- \frac{89}{168}x^{3} - \frac{112}{103}x^{5} - 60x^{4} - 161x^{2} - \frac{158}{171}x^{6} - 195x^{9} - 10x^{8} - 60x - 63x^{7}
467,generar latex: Polinomio desordenado de grado 9 con coeficientes positivos y negativos grandes y algunas fracciones,- VFx^{3} - VFx^{5} - VNx^{4} - VNx^{2} - VFx^{6} - VNx^{9} - VNx^{8} - VNx - VNx^{7},Polinomio desordenado de grado 9 con coeficientes positivos y negativos grandes y algunas fracciones,SUM NEG MUL VF POW x 3 E NEG MUL VF POW x 5 E NEG MUL VN POW x 4 E NEG MUL VN POW x 2 E NEG MUL VF POW x 6 E NEG MUL VN POW x 9 E NEG MUL VN POW x 8 E NEG MUL VN x E NEG MUL VN POW x 7 E E,- VFx^{3} - VFx^{5} - VNx^{4} - VNx^{2} - VFx^{6} - VNx^{9} - VNx^{8} - VNx - VNx^{7},- \frac{89}{168}x^{3} - \frac{112}{103}x^{5} - 60x^{4} - 161x^{2} - \frac{158}{171}x^{6} - 195x^{9} - 10x^{8} - 60x - 63x^{7}
480,"generar latex: Polinomio desordenado e incompleto de grado 11, con 11 términos y coeficientes enteros y fraccionarios.",- VFx^{4} - VNx^{5} + VN - VNx^{8} + VNx^{9} + VNx^{2} + VNx^{6} + VNx^{10} - VNx^{3} - VNx^{7} + VFx^{11},"Polinomio desordenado e incompleto de grado 11, con 11 términos y coeficientes enteros y fraccionarios.",SUM NEG MUL VF POW x 4 E NEG MUL VN POW x 5 E VN NEG MUL VN POW x 8 E MUL VN POW x 9 E MUL VN POW x 2 E MUL VN POW x 6 E MUL VN POW x 10 E NEG MUL VN POW x 3 E NEG MUL VN POW x 7 E MUL VF POW x 11 E E,- VFx^{4} - VNx^{5} + VN - VNx^{8} + VNx^{9} + VNx^{2} + VNx^{6} + VNx^{10} - VNx^{3} - VNx^{7} + VFx^{11},- \frac{174}{130}x^{4} - 15x^{5} + 82 - 80x^{8} + 124x^{9} + 65x^{2} + 187x^{6} + 100x^{10} - 164x^{3} - 94x^{7} + \frac{49}{42}x^{11}
483,generar latex: Polinomio incompleto de grado uno,VNx,Polinomio incompleto de grado uno,SUM MUL VN x E E,VNx,173x
486,"generar latex: Un polinomio de grado 13 ordenado de mayor a menor, los coeficientes del polinomio que van del grado 12 hasta el 3 son igual a 0",VNx^{13} + VNx^{2} + VNx,"Un polinomio de grado 13 ordenado de mayor a menor, los coeficientes del polinomio que van del grado 12 hasta el 3 son igual a 0",SUM MUL VN POW x 13 E MUL VN POW x 2 E MUL VN x E E,VNx^{13} + VNx^{2} + VNx,16x^{13} + 124x^{2} + 76x
498,"generar latex: Monomio con coeficiente negativo, variable “x” y su exponente o grado 4",- VNx^{4},"Monomio con coeficiente negativo, variable “x” y su exponente o grado 4",SUM NEG MUL VN POW x 4 E E,- VNx^{4},- 75x^{4}
521,generar latex: Polinomio incompleto de grado 4. Coeficiente principal 67,VNx^{4} + VNx + VNx^{2},Polinomio incompleto de grado 4. Coeficiente principal 67,SUM MUL 67 POW x 4 E MUL VN x E MUL VN POW x 2 E E,VNx^{4} + VNx + VNx^{2},67x^{4} + 176x + 4x^{2}
529,generar latex: Polinomio incompleto de grado 7,VNx^{3} + VNx^{7} + VFx^{6} + VNx^{5} + VNx^{4} + VNx,Polinomio incompleto de grado 7,SUM MUL VN POW x 3 E MUL VN POW x 7 E MUL VF POW x 6 E MUL VN POW x 5 E MUL VN POW x 4 E MUL VN x E E,VNx^{3} + VNx^{7} + VFx^{6} + VNx^{5} + VNx^{4} + VNx,122x^{3} + 84x^{7} + \frac{15}{102}x^{6} + 73x^{5} + 151x^{4} + 9x
529,generar latex: Polinomio de séptimo grado con coeficientes grandes y positivos. Son coeficientes enteros y fraccionarios. El polinomio es desordenado y le faltan los términos cuadrático e independiente,VNx^{3} + VNx^{7} + VFx^{6} + VNx^{5} + VNx^{4} + VNx,Polinomio de séptimo grado con coeficientes grandes y positivos. Son coeficientes enteros y fraccionarios. El polinomio es desordenado y le faltan los términos cuadrático e independiente,SUM MUL VN POW x 3 E MUL VN POW x 7 E MUL VF POW x 6 E MUL VN POW x 5 E MUL VN POW x 4 E MUL VN x E E,VNx^{3} + VNx^{7} + VFx^{6} + VNx^{5} + VNx^{4} + VNx,122x^{3} + 84x^{7} + \frac{15}{102}x^{6} + 73x^{5} + 151x^{4} + 9x
8,generar latex: polinomio de grado 2 con 2 términos incompleto ,VNy - VFy^{2},polinomio de grado 2 con 2 términos incompleto ,SUM MUL VN y E NEG MUL VF POW y 2 E E,VNy - VFy^{2},1y - \frac{10}{8}y^{2}
8,generar latex: Polinomio incompleto de grado dos con coeficiente principal negativo,VNy - VFy^{2},Polinomio incompleto de grado dos con coeficiente principal negativo,SUM MUL VN y E NEG MUL VF POW y 2 E E,VNy - VFy^{2},1y - \frac{10}{8}y^{2}
